tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,896,0,0,0,0,0,0,1025
1,0,0,0,896,0,0,0,0,0,0,1003
2,0,0,0,896,0,0,0,0,0,0,910
3,0,0,0,896,0,0,0,0,0,0,940
4,0,0,0,0,0,0,0,0,0,0,842
5,0,0,0,896,0,0,0,0,0,0,927
6,0,0,0,0,0,0,0,0,0,0,842
7,0,0,0,1792,0,0,0,0,0,0,678
8,0,0,0,0,0,0,0,0,0,0,733
9,0,0,0,896,0,0,0,0,0,0,739
10,0,0,0,896,0,0,0,0,0,0,669
11,0,0,0,0,0,0,0,0,0,0,629
12,0,0,0,16128,0,0,0,0,0,0,861
13,0,0,0,896,0,0,0,0,0,0,700
14,0,0,0,0,0,0,0,0,0,0,877
15,0,0,0,896,0,0,0,0,0,0,664
16,0,0,0,1792,0,0,0,0,0,0,571
17,0,0,0,0,0,0,0,0,0,0,626
18,0,0,0,2688,0,0,0,0,0,0,707
19,0,0,0,1792,0,0,0,0,0,0,467
20,0,0,0,0,0,0,0,0,0,0,574
21,0,0,0,1792,0,0,0,0,0,0,683
22,0,0,0,0,0,0,0,0,0,0,640
23,0,0,0,0,0,0,0,0,0,0,580
24,0,0,0,0,0,0,0,0,0,0,626
25,0,0,0,896,0,0,0,0,0,0,664
26,0,0,0,0,0,0,0,0,0,0,726
27,0,0,0,896,0,0,0,0,0,0,603
28,0,0,0,896,0,0,0,0,0,0,714
29,0,0,0,896,0,0,0,0,0,0,690
30,0,0,0,1792,0,0,0,0,0,0,646
31,0,0,0,2688,0,0,0,0,0,0,714
32,0,0,0,0,0,0,0,0,0,0,654
33,0,0,0,896,0,0,0,0,0,0,707
34,0,0,0,0,0,0,0,0,0,0,768
35,0,0,0,0,0,0,0,0,0,0,716
36,1,1,1,8960,0,1,0,0,1,0,663
37,1,1,1,1792,0,0,0,0,0,0,714
38,1,1,1,896,0,0,0,0,0,0,781
39,1,1,1,3584,0,0,0,0,0,0,675
40,2,2,2,1792,0,1,0,0,1,0,724
41,3,3,3,896,0,1,0,0,1,0,969
42,3,3,3,0,0,0,0,0,0,0,721
43,3,3,3,1792,0,0,0,0,0,0,800
44,3,3,3,0,0,0,0,0,0,0,770
45,3,3,3,0,0,0,0,0,0,0,671
46,3,3,3,1792,0,0,0,0,0,0,819
47,4,4,4,1792,0,1,0,0,1,0,936
48,4,4,4,8064,0,0,0,0,0,0,934
49,5,5,5,13440,0,1,0,0,1,0,969
50,5,5,5,11648,0,0,0,0,0,0,949
51,5,5,5,1792,0,0,0,0,0,0,1043
52,5,5,5,0,0,0,0,0,0,0,1194
53,7,7,7,26880,0,2,0,0,2,0,1316
54,7,7,7,0,0,0,0,0,0,0,1112
55,7,7,7,0,0,0,0,0,0,0,1219
56,7,7,7,0,0,0,0,0,0,0,1300
57,7,7,7,0,0,0,0,0,0,0,1142
58,7,7,7,896,0,0,0,0,0,0,1250
59,7,7,7,8064,0,0,0,0,0,0,1360
60,7,7,7,1792,0,0,0,0,0,0,1300
61,8,8,8,8960,0,1,0,0,1,0,1356
62,8,8,8,896,0,0,0,0,0,0,1378
63,8,8,8,896,0,0,0,0,0,0,1356
64,8,8,8,896,0,0,0,0,0,0,1386
65,9,9,9,8064,0,1,0,0,1,0,1689
66,10,10,10,13440,0,1,0,0,1,0,1489
67,10,10,10,1792,0,0,0,0,0,0,1702
68,10,10,10,896,0,0,0,0,0,0,1735
69,10,10,10,3584,0,0,0,0,0,0,1615
70,10,10,10,3584,0,0,0,0,0,0,1740
71,10,10,10,896,0,0,0,0,0,0,1728
