tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,896,0,0,0,0,0,0,790,12000
1,0,0,0,0,0,0,0,0,0,0,765,12000
2,0,0,0,0,0,0,0,0,0,0,901,12000
3,0,0,0,0,0,0,0,0,0,0,869,12000
4,0,0,0,0,0,0,0,0,0,0,653,12000
5,0,0,0,0,0,0,0,0,0,0,780,12000
6,0,0,0,0,0,0,0,0,0,0,806,12000
7,0,0,0,0,0,0,0,0,0,0,716,12000
8,0,0,0,0,0,0,0,0,0,0,732,12000
9,0,0,0,0,0,0,0,0,0,0,715,12000
10,0,0,0,0,0,0,0,0,0,0,653,12000
11,0,0,0,0,0,0,0,0,0,0,805,12000
12,0,0,0,0,0,0,0,0,0,0,805,0
13,0,0,0,896,0,0,0,0,0,0,641,2
14,0,0,0,0,0,0,0,0,0,0,748,2
15,0,0,0,0,0,0,0,0,0,0,582,2
16,0,0,0,0,0,0,0,0,0,0,663,2
17,0,0,0,0,0,0,0,0,0,0,541,2
18,0,0,0,0,0,0,0,0,0,0,701,2
19,0,0,0,0,0,0,0,0,0,0,650,2
20,0,0,0,0,0,0,0,0,0,0,625,2
21,0,0,0,0,0,0,0,0,0,0,615,2
22,0,0,0,0,0,0,0,0,0,0,684,2
23,0,0,0,896,0,0,0,0,0,0,547,4
24,0,0,0,896,0,0,0,0,0,0,679,2
25,0,0,0,1792,0,0,0,0,0,0,612,6
26,0,0,0,896,0,0,0,0,0,0,630,8
27,0,0,0,0,0,0,0,0,0,0,650,8
28,0,0,0,0,0,0,0,0,0,0,662,8
29,0,0,0,896,0,0,0,0,0,0,699,10
30,0,0,0,0,0,0,0,0,0,0,624,10
31,0,0,0,0,0,0,0,0,0,0,688,10
32,0,0,0,0,0,0,0,0,0,0,584,10
33,0,0,0,0,0,0,0,0,0,0,742,10
34,0,0,0,0,0,0,0,0,0,0,699,10
35,0,0,0,0,0,0,0,0,0,0,622,10
36,0,0,0,0,0,0,0,0,0,0,715,0
37,0,0,0,0,0,0,0,0,0,0,790,0
38,0,0,0,0,0,0,0,0,0,0,680,0
39,0,0,0,8064,0,0,0,0,0,0,774,9
40,0,0,0,896,0,0,0,0,0,0,716,11
41,0,0,0,896,0,0,0,0,0,0,792,13
42,0,0,0,896,0,0,0,0,0,0,801,15
43,0,0,0,896,0,0,0,0,0,0,764,17
44,0,0,0,0,0,0,0,0,0,0,835,17
45,0,0,0,0,0,0,0,0,0,0,721,17
46,0,0,0,0,0,0,0,0,0,0,878,17
47,0,0,0,0,0,0,0,0,0,0,820,17
48,0,0,0,0,0,0,0,0,0,0,834,0
49,0,0,0,7168,0,0,0,0,0,0,910,9
50,0,0,0,0,0,0,0,0,0,0,970,9
51,0,0,0,0,0,0,0,0,0,0,1034,9
52,0,0,0,0,0,0,0,0,0,0,1128,9
53,0,0,0,0,0,0,0,0,0,0,1032,9
54,0,0,0,0,0,0,0,0,0,0,1168,9
55,0,0,0,0,0,0,0,0,0,0,1256,9
56,0,0,0,896,0,0,0,0,0,0,1230,11
57,0,0,0,0,0,0,0,0,0,0,1238,11
58,0,0,0,0,0,0,0,0,0,0,1078,11
59,0,0,0,0,0,0,0,0,0,0,1116,11
60,0,0,0,0,0,0,0,0,0,0,1256,0
61,0,0,0,896,0,0,0,0,0,0,1241,2
62,1,1,1,896,0,1,0,0,1,0,1273,3
63,1,1,1,1792,0,0,0,0,0,0,1361,7
64,1,1,1,0,0,0,0,0,0,0,1430,7
65,1,1,1,10752,0,0,0,0,0,0,1491,19
66,1,1,1,0,0,0,0,0,0,0,1414,19
67,1,1,1,0,0,0,0,0,0,0,1429,19
68,1,1,1,0,0,0,0,0,0,0,1564,19
69,1,1,1,0,0,0,0,0,0,0,1564,19
70,1,1,1,0,0,0,0,0,0,0,1579,19
71,1,1,1,6272,0,0,0,0,0,0,1625,26
