tick,user,event
37,9111,aware
37,9111,evidence
37,9111,detect
37,6659,aware
37,6659,evidence
37,6659,detect
37,10267,aware
37,10267,evidence
37,10267,detect
37,7495,aware
37,7495,evidence
37,7495,detect
37,11378,aware
37,11378,evidence
37,11378,detect
37,1892,aware
37,1892,evidence
37,1892,detect
37,11864,aware
37,11864,evidence
37,11864,detect
37,10207,aware
37,10207,evidence
37,10207,detect
37,5048,aware
37,5048,evidence
37,5048,detect
37,8684,aware
37,8684,evidence
37,8684,detect
46,7939,aware
46,7939,evidence
46,7939,detect
63,5209,aware
63,5209,evidence
63,5209,detect
65,501,aware
65,501,evidence
65,501,detect
66,9934,aware
66,9934,evidence
66,9934,detect
66,10189,aware
66,10189,evidence
66,10189,detect
66,10694,aware
66,10694,evidence
66,10694,detect
66,9960,aware
66,9960,evidence
66,9960,detect
66,5601,aware
66,5601,evidence
66,5601,detect
66,7506,aware
66,7506,evidence
66,7506,detect
66,3021,aware
66,3021,evidence
66,3021,detect
66,10007,aware
66,10007,evidence
66,10007,detect
66,3775,aware
66,3775,evidence
66,3775,detect
66,874,aware
66,874,evidence
66,874,detect
66,609,aware
66,609,evidence
66,609,detect
66,2120,aware
66,2120,evidence
66,2120,detect
66,11384,aware
66,11384,evidence
66,11384,detect
68,9774,aware
68,9774,evidence
68,9774,detect
70,9535,aware
70,9535,evidence
70,9535,detect
