tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick
0,0,0,0,5376,0,0,0,0,0,0,1058
1,0,0,0,15232,0,0,0,0,0,0,1024
2,0,0,0,896,0,0,0,0,0,0,825
3,0,0,0,16128,0,0,0,0,0,0,731
4,0,0,0,17024,0,0,0,0,0,0,1008
5,0,0,0,14336,0,0,0,0,0,0,941
6,0,0,0,10752,0,0,0,0,0,0,777
7,0,0,0,23296,0,0,0,0,0,0,870
8,0,0,0,896,0,0,0,0,0,0,657
9,0,0,0,1792,0,0,0,0,0,0,810
10,0,0,0,14336,0,0,0,0,0,0,721
11,0,0,0,11648,0,0,0,0,0,0,636
12,0,0,0,10752,0,0,0,0,0,0,779
13,0,0,0,21504,0,0,0,0,0,0,835
14,0,0,0,1792,0,0,0,0,0,0,692
15,0,0,0,2688,0,0,0,0,0,0,684
16,0,0,0,9856,0,0,0,0,0,0,594
17,0,0,0,896,0,0,0,0,0,0,580
18,0,0,0,896,0,0,0,0,0,0,613
19,0,0,0,1792,0,0,0,0,0,0,726
20,0,0,0,13440,0,0,0,0,0,0,631
21,0,0,0,1792,0,0,0,0,0,0,433
22,0,0,0,13440,0,0,0,0,0,0,528
23,0,0,0,2688,0,0,0,0,0,0,678
24,0,0,0,2688,0,0,0,0,0,0,767
25,0,0,0,5376,0,0,0,0,0,0,711
26,0,0,0,4480,0,0,0,0,0,0,620
27,0,0,0,4480,0,0,0,0,0,0,658
28,0,0,0,1792,0,0,0,0,0,0,754
29,0,0,0,2688,0,0,0,0,0,0,650
30,0,0,0,13440,0,0,0,0,0,0,671
31,0,0,0,9856,0,0,0,0,0,0,610
32,0,0,0,14336,0,0,0,0,0,0,758
33,0,0,0,18816,0,0,0,0,0,0,680
34,0,0,0,896,0,0,0,0,0,0,680
35,0,0,0,17920,0,0,0,0,0,0,823
36,0,0,0,2688,0,0,0,0,0,0,810
37,0,0,0,1792,0,0,0,0,0,0,712
38,0,0,0,9856,0,0,0,0,0,0,574
39,0,0,0,19712,0,0,0,0,0,0,758
40,0,0,0,25984,0,0,0,0,0,0,758
41,0,0,0,5376,0,0,0,0,0,0,733
42,0,0,0,10752,0,0,0,0,0,0,782
43,1,1,1,24192,0,1,0,0,1,0,804
44,1,1,1,1792,0,0,0,0,0,0,773
45,1,1,1,5376,0,0,0,0,0,0,766
46,10,10,10,11648,0,9,0,0,9,0,832
47,10,10,10,1792,0,0,0,0,0,0,940
48,10,10,10,32256,0,0,0,0,0,0,965
49,12,12,12,11648,0,2,0,0,2,0,911
50,12,12,12,14336,0,0,0,0,0,0,843
51,13,13,13,18816,0,1,0,0,1,0,920
52,13,13,13,896,0,0,0,0,0,0,893
53,13,13,13,23296,0,0,0,0,0,0,978
54,14,14,14,18816,0,1,0,0,1,0,1226
55,14,14,14,3584,0,0,0,0,0,0,1039
56,14,14,14,8960,0,0,0,0,0,0,1170
57,14,14,14,4480,0,0,0,0,0,0,1243
58,14,14,14,26880,0,0,0,0,0,0,1163
59,14,14,14,16128,0,0,0,0,0,0,1170
60,14,14,14,10752,0,0,0,0,0,0,1211
61,15,15,15,7168,0,1,0,0,1,0,1263
62,15,15,15,5376,0,0,0,0,0,0,1236
63,15,15,15,3584,0,0,0,0,0,0,1334
64,15,15,15,30464,0,0,0,0,0,0,1293
65,15,15,15,14336,0,0,0,0,0,0,1391
66,16,16,16,16128,0,1,0,0,1,0,1427
67,17,17,17,40320,0,2,0,0,2,0,1491
68,19,19,19,38528,0,2,0,0,2,0,1625
69,19,19,19,17024,0,0,0,0,0,0,1541
70,19,19,19,43904,0,0,0,0,0,0,1818
71,19,19,19,43904,0,0,0,0,0,0,1708
