tick,user,event
42,4375,aware
42,4375,evidence
42,4375,detect
47,1858,aware
47,1858,evidence
47,1858,detect
49,1909,aware
49,1909,evidence
49,1909,detect
49,282,aware
49,282,evidence
49,282,detect
50,4276,aware
50,4276,evidence
50,4276,detect
62,1102,aware
62,1102,evidence
62,1102,detect
62,3479,aware
62,3479,evidence
62,3479,detect
62,1914,aware
62,1914,evidence
62,1914,detect
62,6578,aware
62,6578,evidence
62,6578,detect
62,10998,aware
62,10998,evidence
62,10998,detect
62,7271,aware
62,7271,evidence
62,7271,detect
62,3858,aware
62,3858,evidence
62,3858,detect
62,2787,aware
62,2787,evidence
62,2787,detect
62,10728,aware
62,10728,evidence
62,10728,detect
70,11329,aware
70,11329,evidence
70,11329,detect
