tick,user,event
44,10505,aware
44,10505,evidence
44,10505,detect
51,422,aware
51,422,evidence
51,422,detect
64,5058,aware
64,5058,evidence
64,5058,detect
69,11241,aware
69,11241,evidence
69,11241,detect
69,5585,aware
69,5585,evidence
69,5585,detect
69,7948,aware
69,7948,evidence
69,7948,detect
69,512,aware
69,512,evidence
69,512,detect
69,2333,aware
69,2333,evidence
69,2333,detect
69,11426,aware
69,11426,evidence
69,11426,detect
