tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,0,0,0,0,0,0,0,2515,12000
1,0,0,0,0,0,0,0,0,0,0,2767,12000
2,0,0,0,0,0,0,0,0,0,0,2618,12000
3,0,0,0,0,0,0,0,0,0,0,2550,12000
4,0,0,0,8960,0,0,0,0,0,0,2397,12000
5,0,0,0,0,0,0,0,0,0,0,2183,12000
6,0,0,0,0,0,0,0,0,0,0,2234,12000
7,0,0,0,0,0,0,0,0,0,0,2549,12000
8,0,0,0,0,0,0,0,0,0,0,2124,12000
9,0,0,0,0,0,0,0,0,0,0,2456,12000
10,0,0,0,0,0,0,0,0,0,0,2293,12000
11,0,0,0,0,0,0,0,0,0,0,1951,12000
12,0,0,0,0,0,0,0,0,0,0,2324,0
13,0,0,0,0,0,0,0,0,0,0,1929,0
14,0,0,0,0,0,0,0,0,0,0,2071,0
15,0,0,0,0,0,0,0,0,0,0,2104,0
16,0,0,0,0,0,0,0,0,0,0,1981,0
17,0,0,0,0,0,0,0,0,0,0,1770,0
18,0,0,0,0,0,0,0,0,0,0,1811,0
19,0,0,0,0,0,0,0,0,0,0,1888,0
20,0,0,0,0,0,0,0,0,0,0,1934,0
21,0,0,0,0,0,0,0,0,0,0,1752,0
22,0,0,0,0,0,0,0,0,0,0,1822,0
23,0,0,0,0,0,0,0,0,0,0,1922,0
24,0,0,0,0,0,0,0,0,0,0,1852,0
25,0,0,0,0,0,0,0,0,0,0,1725,0
26,0,0,0,0,0,0,0,0,0,0,1767,0
27,0,0,0,10752,0,0,0,0,0,0,1886,12
28,0,0,0,0,0,0,0,0,0,0,1747,12
29,0,0,0,0,0,0,0,0,0,0,1797,12
30,0,0,0,0,0,0,0,0,0,0,1888,12
31,0,0,0,0,0,0,0,0,0,0,1889,12
32,0,0,0,0,0,0,0,0,0,0,1629,12
33,0,0,0,0,0,0,0,0,0,0,1765,12
34,0,0,0,0,0,0,0,0,0,0,1853,12
35,0,0,0,0,0,0,0,0,0,0,1846,12
36,0,0,0,0,0,0,0,0,0,0,1830,0
37,0,0,0,0,0,0,0,0,0,0,2004,0
38,0,0,0,0,0,0,0,0,0,0,2011,0
39,0,0,0,0,0,0,0,0,0,0,1971,0
40,0,0,0,0,0,0,0,0,0,0,2300,0
41,0,0,0,0,0,0,0,0,0,0,2240,0
42,0,0,0,0,0,0,0,0,0,0,2305,0
43,0,0,0,0,0,0,0,0,0,0,2409,0
44,0,0,0,0,0,0,0,0,0,0,2517,0
45,0,0,0,0,0,0,0,0,0,0,2602,0
46,0,0,0,0,0,0,0,0,0,0,2679,0
47,0,0,0,0,0,0,0,0,0,0,2552,0
48,0,0,0,0,0,0,0,0,0,0,2827,0
49,0,0,0,0,0,0,0,0,0,0,2377,0
50,0,0,0,0,0,0,0,0,0,0,2795,0
51,0,0,0,0,0,0,0,0,0,0,2769,0
52,0,0,0,0,0,0,0,0,0,0,2856,0
53,0,0,0,0,0,0,0,0,0,0,3053,0
54,0,0,0,0,0,0,0,0,0,0,3090,0
55,0,0,0,0,0,0,0,0,0,0,3184,0
56,0,0,0,0,0,0,0,0,0,0,3046,0
57,0,0,0,0,0,0,0,0,0,0,3064,0
58,0,0,0,0,0,0,0,0,0,0,3339,0
59,0,0,0,0,0,0,0,0,0,0,3656,0
60,0,0,0,0,0,0,0,0,0,0,4073,0
61,0,0,0,0,0,0,0,0,0,0,3688,0
62,0,0,0,896,0,0,0,0,0,0,4069,2
63,0,0,0,0,0,0,0,0,0,0,4156,2
64,0,0,0,0,0,0,0,0,0,0,4161,2
65,0,0,0,0,0,0,0,0,0,0,4121,2
66,0,0,0,0,0,0,0,0,0,0,4607,2
67,1,1,1,13440,0,1,0,0,1,0,5025,16
68,1,1,1,9856,0,0,0,0,0,0,4705,27
69,1,1,1,0,0,0,0,0,0,0,4664,27
70,2,2,2,12544,0,1,0,0,1,0,4811,40
71,2,2,2,7168,0,0,0,0,0,0,4962,48
