tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,0,0,0,0,0,0,0,2433,12000
1,0,0,0,0,0,0,0,0,0,0,2700,12000
2,0,0,0,0,0,0,0,0,0,0,2473,12000
3,0,0,0,0,0,0,0,0,0,0,2443,12000
4,0,0,0,0,0,0,0,0,0,0,2456,12000
5,0,0,0,0,0,0,0,0,0,0,2146,12000
6,0,0,0,0,0,0,0,0,0,0,2255,12000
7,0,0,0,0,0,0,0,0,0,0,2350,12000
8,0,0,0,896,0,0,0,0,0,0,2115,12000
9,0,0,0,4480,0,0,0,0,0,0,2481,12000
10,0,0,0,0,0,0,0,0,0,0,2166,12000
11,0,0,0,0,0,0,0,0,0,0,2130,12000
12,0,0,0,0,0,0,0,0,0,0,2173,0
13,0,0,0,0,0,0,0,0,0,0,1871,0
14,0,0,0,0,0,0,0,0,0,0,1916,0
15,0,0,0,0,0,0,0,0,0,0,2154,0
16,0,0,0,0,0,0,0,0,0,0,2000,0
17,0,0,0,0,0,0,0,0,0,0,1701,0
18,0,0,0,0,0,0,0,0,0,0,1807,0
19,0,0,0,0,0,0,0,0,0,0,1794,0
20,0,0,0,0,0,0,0,0,0,0,2018,0
21,0,0,0,0,0,0,0,0,0,0,1818,0
22,0,0,0,0,0,0,0,0,0,0,1967,0
23,0,0,0,0,0,0,0,0,0,0,1914,0
24,0,0,0,0,0,0,0,0,0,0,1608,0
25,0,0,0,0,0,0,0,0,0,0,2072,0
26,0,0,0,0,0,0,0,0,0,0,2156,0
27,0,0,0,0,0,0,0,0,0,0,2136,0
28,0,0,0,0,0,0,0,0,0,0,2129,0
29,0,0,0,0,0,0,0,0,0,0,1847,0
30,0,0,0,0,0,0,0,0,0,0,2064,0
31,0,0,0,0,0,0,0,0,0,0,2141,0
32,0,0,0,0,0,0,0,0,0,0,2167,0
33,0,0,0,0,0,0,0,0,0,0,2028,0
34,0,0,0,0,0,0,0,0,0,0,2041,0
35,0,0,0,0,0,0,0,0,0,0,1975,0
36,0,0,0,0,0,0,0,0,0,0,2418,0
37,0,0,0,0,0,0,0,0,0,0,2075,0
38,0,0,0,0,0,0,0,0,0,0,2355,0
39,0,0,0,0,0,0,0,0,0,0,2349,0
40,0,0,0,0,0,0,0,0,0,0,2161,0
41,0,0,0,0,0,0,0,0,0,0,2357,0
42,0,0,0,0,0,0,0,0,0,0,2499,0
43,0,0,0,0,0,0,0,0,0,0,2414,0
44,0,0,0,0,0,0,0,0,0,0,2504,0
45,0,0,0,0,0,0,0,0,0,0,2384,0
46,0,0,0,0,0,0,0,0,0,0,2726,0
47,0,0,0,0,0,0,0,0,0,0,2635,0
48,0,0,0,6272,0,0,0,0,0,0,2698,7
49,0,0,0,8960,0,0,0,0,0,0,2630,17
50,0,0,0,0,0,0,0,0,0,0,2728,17
51,0,0,0,0,0,0,0,0,0,0,2996,17
52,0,0,0,0,0,0,0,0,0,0,3421,17
53,0,0,0,0,0,0,0,0,0,0,2796,17
54,0,0,0,0,0,0,0,0,0,0,3229,17
55,0,0,0,0,0,0,0,0,0,0,3212,17
56,0,0,0,0,0,0,0,0,0,0,3427,17
57,0,0,0,0,0,0,0,0,0,0,3446,17
58,0,0,0,0,0,0,0,0,0,0,3274,17
59,0,0,0,0,0,0,0,0,0,0,3590,17
60,0,0,0,0,0,0,0,0,0,0,3625,0
61,0,0,0,0,0,0,0,0,0,0,3926,0
62,0,0,0,0,0,0,0,0,0,0,3931,0
63,0,0,0,6272,0,0,0,0,0,0,4015,7
64,0,0,0,0,0,0,0,0,0,0,3906,7
65,0,0,0,0,0,0,0,0,0,0,4452,7
66,0,0,0,896,0,0,0,0,0,0,4501,9
67,0,0,0,0,0,0,0,0,0,0,4068,9
68,0,0,0,0,0,0,0,0,0,0,4450,9
69,0,0,0,0,0,0,0,0,0,0,4871,9
70,0,0,0,0,0,0,0,0,0,0,4918,9
71,0,0,0,0,0,0,0,0,0,0,4974,9
