tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,0,0,0,0,0,0,0,988,12000
1,0,0,0,0,0,0,0,0,0,0,919,12000
2,0,0,0,0,0,0,0,0,0,0,944,12000
3,0,0,0,0,0,0,0,0,0,0,805,12000
4,0,0,0,0,0,0,0,0,0,0,917,12000
5,0,0,0,0,0,0,0,0,0,0,799,12000
6,0,0,0,0,0,0,0,0,0,0,982,12000
7,0,0,0,0,0,0,0,0,0,0,807,12000
8,0,0,0,0,0,0,0,0,0,0,769,12000
9,0,0,0,0,0,0,0,0,0,0,752,12000
10,0,0,0,896,0,0,0,0,0,0,719,12000
11,0,0,0,0,0,0,0,0,0,0,755,12000
12,0,0,0,0,0,0,0,0,0,0,765,0
13,0,0,0,0,0,0,0,0,0,0,661,0
14,0,0,0,0,0,0,0,0,0,0,808,0
15,0,0,0,0,0,0,0,0,0,0,788,0
16,0,0,0,0,0,0,0,0,0,0,708,0
17,0,0,0,0,0,0,0,0,0,0,694,0
18,0,0,0,0,0,0,0,0,0,0,734,0
19,0,0,0,0,0,0,0,0,0,0,720,0
20,0,0,0,0,0,0,0,0,0,0,591,0
21,0,0,0,0,0,0,0,0,0,0,605,0
22,0,0,0,0,0,0,0,0,0,0,740,0
23,0,0,0,0,0,0,0,0,0,0,660,0
24,0,0,0,0,0,0,0,0,0,0,824,0
25,0,0,0,0,0,0,0,0,0,0,707,0
26,0,0,0,0,0,0,0,0,0,0,621,0
27,0,0,0,0,0,0,0,0,0,0,625,0
28,0,0,0,0,0,0,0,0,0,0,727,0
29,0,0,0,0,0,0,0,0,0,0,691,0
30,0,0,0,0,0,0,0,0,0,0,619,0
31,0,0,0,0,0,0,0,0,0,0,704,0
32,0,0,0,0,0,0,0,0,0,0,697,0
33,0,0,0,0,0,0,0,0,0,0,717,0
34,0,0,0,896,0,0,0,0,0,0,724,2
35,0,0,0,0,0,0,0,0,0,0,722,2
36,0,0,0,0,0,0,0,0,0,0,767,0
37,0,0,0,0,0,0,0,0,0,0,764,0
38,0,0,0,0,0,0,0,0,0,0,806,0
39,0,0,0,0,0,0,0,0,0,0,852,0
40,0,0,0,0,0,0,0,0,0,0,1019,0
41,0,0,0,0,0,0,0,0,0,0,889,0
42,0,0,0,0,0,0,0,0,0,0,854,0
43,0,0,0,0,0,0,0,0,0,0,846,0
44,0,0,0,0,0,0,0,0,0,0,901,0
45,0,0,0,0,0,0,0,0,0,0,1123,0
46,0,0,0,0,0,0,0,0,0,0,974,0
47,0,0,0,0,0,0,0,0,0,0,1062,0
48,0,0,0,0,0,0,0,0,0,0,870,0
49,0,0,0,0,0,0,0,0,0,0,1030,0
50,0,0,0,0,0,0,0,0,0,0,1039,0
51,0,0,0,0,0,0,0,0,0,0,1060,0
52,0,0,0,0,0,0,0,0,0,0,1020,0
53,0,0,0,896,0,0,0,0,0,0,1157,2
54,0,0,0,0,0,0,0,0,0,0,1056,2
55,0,0,0,0,0,0,0,0,0,0,1240,2
56,0,0,0,0,0,0,0,0,0,0,1300,2
57,0,0,0,0,0,0,0,0,0,0,1363,2
58,0,0,0,0,0,0,0,0,0,0,1300,2
59,0,0,0,0,0,0,0,0,0,0,1456,2
60,0,0,0,0,0,0,0,0,0,0,1464,0
61,0,0,0,0,0,0,0,0,0,0,1557,0
62,0,0,0,0,0,0,0,0,0,0,1397,0
63,0,0,0,0,0,0,0,0,0,0,1567,0
64,0,0,0,0,0,0,0,0,0,0,1502,0
65,0,0,0,896,0,0,0,0,0,0,1673,2
66,0,0,0,0,0,0,0,0,0,0,1305,2
67,0,0,0,0,0,0,0,0,0,0,1554,2
68,0,0,0,0,0,0,0,0,0,0,1566,2
69,0,0,0,0,0,0,0,0,0,0,1678,2
70,0,0,0,0,0,0,0,0,0,0,1820,2
71,0,0,0,0,0,0,0,0,0,0,1977,2
